GSM2755289	GSM3677931	GSM4063491	GSM3073477	GSM4636693	GSM4566748	GSM5076017	GSM4662160	GSM5351072	GSM2643177	GSM2098677	GSM3747610	GSM4117605	GSM4304996	GSM4726894	GSM5502539	GSM2550431	GSM3586977	GSM4697984	GSM5223859	GSM2752135	GSM4005142	GSM4558318	GSM4772962	GSM2770533	GSM4459855	GSM3177006	GSM1481729	GSM3790409	GSM5292122	GSM3416609	GSM2770585	GSM2422331	GSM3501810	GSM1838450	GSM4710529	GSM3165470	GSM1522362	GSM3223802	GSM2612486	GSM1276881	GSM3473354	GSM4915642	GSM3613726	GSM4056590	GSM5021393	GSM4425613	GSM4079246	GSM3938374	GSM2734890	GSM4386211	GSM4192133	GSM3191255	GSM3618250	GSM2686849	GSM3573987	GSM2544073	GSM2803239	GSM3941535	GSM2152261	GSM2781313	GSM2248151	GSM2425377	GSM1930411	GSM1157186	GSM5365663	GSM1423463	GSM1424431	GSM3976579	GSM4933552	GSM4107646	GSM2714564	GSM3073519	GSM3759241	GSM4759022	GSM2205866	GSM3723939	GSM4048218	GSM1435512	GSM2229993	GSM4915641	GSM2902784	GSM4391753	GSM2302047	GSM4735057	GSM2543859	GSM3573314	GSM1405095	GSM3943996	GSM4542585	GSM3629605	GSM4317546	GSM2443095	GSM3762494	GSM3791745	GSM2889039	GSM2755629	GSM2343415	GSM2628130	GSM2277342
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13898402452468872	0	0	0	0	0	0	0.44979700446128845	0.10846900194883347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025323398876935244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0633758008480072	0.017782099545001984	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	18.796853601932526	0	1.1984000205993652	0	1.0389394760131836	2.0388998985290527	1.7444299459457397	0.60489654541015625	0.1128283366560936	2.4449000358581543	0	0	0	0.2552880048751831	0.04975869506597519	0	0.11545299738645554	0.7471239566802979	0	0.47021207213401794	0	2.819977879524231	0	0	0	0.8274289965629578	1.425968050956726	0.3645780086517334	0	1.0887199640274048	0.11035600304603577	0	0	0	0	0	0	0	0	0	0	0	0	0.25106799602508545	0	0	0	1.5349199771881104	0.33762601017951965	0	0	0	0.32269200682640076	0.09398810565471649	0	0.27017559483647346	0.751462996006012	0	2.4547300338745117	1.909749984741211	0	0	0.12092900276184082	0	1.9228498935699463	5.873050212860107	0	0	0	0	0	0	0	0	0	0	0	0	1.9909000396728516	0	0.7285540103912354	0	0	0	0	1.4207698106765747	0	0.3815230131149292	0	0	0	0	1.3595600128173828	0	4.440249919891357
44.54190378509429	0	9.63834526995197	120.8705837726593	17.055009462404996	2.059725772793172	8.618457325268537	2.7193071896908805	113.83940172320443	40.56670165061951	0.30458427558551193	4.597565650939941	0.6255911321204621	30.01551079750061	6.294356942176819	0.7579842368431855	2.383334994316101	62.92450331058353	2.0368565476092044	3.781528227031231	0.049426887642766815	0.00907552407898038	0	18.941760429477384	115.56538510322571	7.16701839218149	0.19232889429258648	2.0078598733416584	93.88094308972359	1.0239901542663574	0	104.61780965328217	0	2.2378583839454222	1.2258959710597992	0.2665844132843631	3.6087949126958847	29.405109882354736	2.584709882736206	3.57705544680357	11.404202981619164	0.7122440040111542	87.6046844063676	0.5977560879684768	1.2504559978842735	0.2182870083488524	7.324378932331456	11.943450808525085	0.3024570072783077	17.375051411800086	2.3649164262460545	0.3340748085611267	141.0221004486084	8.63904585596174	96.08293032646179	11.467504604253918	113.57436084747314	0.008774464296038786	9.76526703685522	1.4191759730747435	0.09969939850270748	6.112204819917679	400.57016229629517	5.733944952487946	2.7182683708379045	2.455622024834156	7.376055840868503	0.26260457436728757	0.5917314433609135	2.8898999094963074	0.01574951969087124	0	131.10714408755302	100.45163452625275	1.9963117418810725	4.4611280262470245	129.1875800564885	143.39575457572937	0.025913842913723784	0.008317332345995965	110.26791189145297	5.362117051612586	0.940778710268205	1.5470910146832466	0.13176229015516583	75.16412019729614	1.2880326745507773	1.1938782259821892	19.002773270010948	163.5986998900771	10.538168847560883	44.02284109592438	84.96351099014282	0	12.075906405225396	0.808665054035373	3.0097022069385275	1.1190507099745446	12.204503489192575	2.7562209656462073
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4701199531555176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.782351016998291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.471919402480125	111.46990203857422	7.841349929571152	9.902190208435059	33.75423324108124	73.4480941593647	7.061773079447448	5.104445040225983	94.22840616106987	26.606692910194397	23.29746624827385	12.760463193058968	26.905571222305298	6.433618929237127	11.573079124093056	26.92995946854353	20.459477722644806	52.609380185604095	2.357150077819824	12.069501399993896	13.878199934959412	42.86164045333862	27.066709518432617	13.640300989151001	11.102031707763672	50.97344356775284	15.721570521593094	13.009794771671295	14.180180788040161	24.64239263534546	30.67364001274109	13.209867119789124	16.605674922466278	2.7029828876256943	17.51312404870987	7.740754097700119	9.80274322628975	10.318906128406525	7.250340044498444	56.15068696439266	77.71224382519722	58.36621396243572	13.5469890832901	4.428710341453552	0.47602924704551697	24.80333411693573	100.79634445905685	2.5754802227020264	31.169412314891815	58.835100173950195	17.926147997379303	24.596208095550537	6.446412891149521	13.4257071018219	32.44066268205643	4.101319253444672	19.332080125808716	38.81959626078606	4.417137876152992	37.509568989276886	17.28554305434227	19.762189865112305	13.730970114469528	35.192134112119675	13.47342038154602	35.74652707576752	58.986260414123535	37.62829923629761	43.34121426939964	14.790268272161484	70.35270148515701	40.406439781188965	8.07759952545166	2.544229745864868	11.481609478592873	29.33008098602295	478.04941272735596	81.706662774086	26.608655765652657	18.1780938655138	11.730001240968704	186.2358341217041	5.095959663391113	10.545411884784698	33.34734880924225	28.630300521850586	19.38971436023712	33.7118761241436	4.853721037507057	5.613726317882538	31.125838220119476	53.69279486685991	20.946131497621536	28.281534526497126	18.925861686468124	19.193748265504837	31.959442615509033	19.145708203315735	1.6392699480056763	15.390764772891998
0.13296599686145782	0	0.4374629855155945	0	0.8833104968070984	28.783199310302734	0	1.2854700088500977	0	0.05069899931550026	10.41670036315918	4.423940181732178	0	0.03922875225543976	0.2471199929714203	0.8130350112915039	0	0	0	0	0.26245298981666565	0.10643800348043442	0.029352998360991478	0	0	22.961299896240234	102.6399917602539	0.4234499931335449	0.24393300712108612	0	3.1624600887298584	0.03656630218029022	0.03716190159320831	0.03534739837050438	1.1500099897384644	32.76089859008789	0.37383899092674255	6.0085601806640625	0	4.745969772338867	0.7505369782447815	8.240819931030273	0	1.7061902284622192	0	46.95340347290039	0	0.12787601351737976	90.40809631347656	2.632110118865967	0.18140901625156403	0	0	0.018861200660467148	0	0.26878300309181213	0	7.783249855041504	0.17589601874351501	17.29450035095215	0	0.051471199840307236	0	0.02614549919962883	22.372600555419922	6.848669528961182	23.667699813842773	7.509580135345459	3.06387996673584	0.02722824737429619	3.4628050327301025	0.07745280116796494	0	0.033491794019937515	0.16042999923229218	0	0	0.2557629644870758	0	0.08645959943532944	0	0	0	0	7.154995441436768	0.29851698875427246	2.46232008934021	0.9072530269622803	0	0	0.04057419300079346	0.01743989624083042	4.295229911804199	1.485716700553894	0.5641679763793945	0	0	0	0	0.02274180017411709
0.19579830020666122	0	0.694925107061863	0.8493069857358932	1.4366799965500832	1.6859198957681656	0.15597448498010635	5.464685037732124	0.4884520024061203	0.42826801538467407	1.2164259999990463	2.0503129959106445	0.42403537407517433	0.6898998431861401	1.4634269773960114	2.1833480298519135	17.89510989189148	1.6235536132007837	0.8138528317213058	4.159022808074951	0.47968000173568726	0.6632715873420238	0.4704659879207611	5.124472871422768	0.5066660493612289	0.14478200674057007	0.8782096765935421	1.6609970182180405	0.4741410166025162	0.5765110850334167	0.5267208062577993	0.7874380201101303	2.455766960978508	0.36081450060009956	1.8001540005207062	0.7476934045553207	0.5753329992294312	0.7183389961719513	0	0.33580590039491653	0.7752650082111359	1.976591944694519	0.4028686750680208	1.4642370231449604	0	0.4760333225131035	0.3354751095175743	1.537667155265808	0.5108270198106766	4.914730072021484	2.747205041348934	1.086380586028099	17.081336826086044	0	0.6297209933400154	0.44121304154396057	1.0716619938611984	0.21496280655264854	2.1982271037995815	0.5677639991044998	0.7330234032124281	2.487264961004257	0.6582030057907104	1.11421400308609	1.7791230082511902	4.235071748495102	0.8842328935861588	2.670702025294304	0.30630040168762207	111.62183892726898	1.1255419552326202	0.2599865049123764	0.37468600273132324	0.26307147927582264	4.379326224327087	3.765781044960022	15.233327150344849	6.083755478262901	1.0911280438303947	0.7100661061704159	1.1072742156684399	0.26238069869577885	7.372560387477279	103.11878180503845	0.6532031558454037	0.7602039873600006	0.671936109662056	2.598410055041313	0.363439604640007	0.18517524003982544	6.076145172119141	0.44959671795368195	3.530101031064987	0.4668239951133728	0.36101559549570084	1.6144399642944336	0.020552799105644226	0.9180622175335884	0.15802699327468872	157.21962118148804
0	30.106910705566406	0	0	0	0.011016899719834328	0	0.02038699947297573	0	0.07451950013637543	0	4.386439919471741	0	0	0	0	0	0	0	0	0	0.042234599590301514	0	126.14434099197388	0	0	0.10375669598579407	0	0	0.3450140357017517	0	0	0	0	0.23132290318608284	0.0573870986700058	0	0.9345769882202148	0	0	0.10013329796493053	0	0	20.18495561182499	0	0	0	0	0	0	0	0.49478943133726716	0	0	0.10043700039386749	0	0	0	0	0	0.005319660063832998	0	0	0.2620839010924101	2.2630701065063477	0	6.494920134544373	0	0.32420090213418007	0	0.09034834988415241	0	0	0	0	0.41624490544199944	0.40138599276542664	9.138861238956451	0.16517670266330242	0	0	0	0	0	0.01474465150386095	0	0	0.07753019873052835	0	0	0.015985596925020218	0	0	0	0	3.616793930530548	0	12.183019161224365	0	0
9.855909445119039	0.4908060133457184	29.432610735297203	12.857635796070099	34.77563817240298	49.60110114514828	8.47793260589242	9.824842736124992	16.820398911833763	17.3995279305374	21.991823188960552	26.525875434279442	26.9984600096941	38.70517087727785	33.349404126405716	16.849594295024872	21.09392637014389	97.45179149508476	5.1852333173155785	22.634657345712185	7.87544596940279	18.030157938599586	16.915215954184532	21.560857638716698	49.02142149209976	18.019310519099236	21.554524563252926	9.878091856837273	47.029882967472076	10.808322042226791	45.72505885362625	41.174001693725586	35.630196839571	6.244403410702944	31.43329907953739	11.205771587789059	9.964262917637825	13.793209955096245	19.77015419304371	24.94510191306472	24.50164959207177	32.52528712153435	32.70268031954765	3.1947276182472706	4.637990031391382	32.70629000663757	37.310752713178374	9.78193612396717	32.1706727296114	20.46327018737793	20.135437071323395	30.202463746070862	61.28233018517494	14.00952272489667	89.87202513217926	10.510852675884962	39.526062071323395	44.739844135940075	7.934502463787794	13.258990049362183	18.12615928798914	29.382315039634705	6.926447205245495	26.562285736203194	48.39681735634804	64.31540712714195	42.77829423546791	64.25677638238912	35.7570433395158	26.068545864511634	66.39588697254658	20.56713456660509	12.089968912303448	8.589360587415285	4.514901638031006	47.02703922986984	871.821870803833	55.74432551860809	26.28179520368576	18.481922678649426	18.859076529741287	30.004638463258743	10.38383374363184	13.463693141937256	16.081498809158802	30.21341586112976	29.198304891586304	18.542485147714615	11.43990209698677	5.2885108180344105	62.63476248085499	18.348789090523496	14.969624266028404	42.7809896171093	10.28973999619484	23.19393903017044	3.1142219291068614	41.94005945324898	3.6101698875427246	20.866778122261167
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10518000274896622	0.013309000059962273	0	0.012378498911857605	0	0	0	0	0.10459491237998009	0	0	0	0	0	0	0.07381399907171726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03694050386548042	0	0	0.05670979991555214	0	0	0	0	0.008788949809968472	0	0	0	0.02635280042886734	0	0	0	0	0	0.027466747909784317	0	0.022028999403119087	0	0	0	0.045305900275707245	2.281494051218033	0.03965359553694725	0	0	0	0	0	0.10651499778032303	0	0	0	0	0	0	0.18408036977052689	0	0	0	0	0	0	0	0	0.022924700751900673
1.4127700328826904	0	0	3.3880701065063477	1.9849863052368164	0.07732030004262924	0.4223349392414093	9.382519783684984e-5	2.6634600162506104	1.1107624769210815	1.1842999458312988	1.6279499530792236	0	4.258094310760498	0	0	0	3.667030096054077	0	0	0	0	0.8367109894752502	0.006586200091987848	4.925500834360719e-4	8.521110534667969	0	2.0399699211120605	5.552340030670166	0	1.1436100006103516	0	0.3662790060043335	1.4044300317764282	3.420799970626831	0.09607259929180145	0	4.156529903411865	0.3722679913043976	0.03900650143623352	6.273640155792236	0	0	0	0	0	2.734060049057007	6.5449604988098145	3.371890144876488e-8	0	0	0.768466591835022	5.633349895477295	6.481750011444092	0	2.072190046310425	9.942859649658203	0.393869012594223	0	0	0	6.325019836425781	0	0	0.6042060256004333	0	0	0	7.66349983215332	1.2658973932266235	0	1.0946500301361084	1.3919399976730347	0	0.1638220101594925	2.648900032043457	16.742429733276367	2.4436097145080566	0.543923020362854	1.8636800050735474	0	13.840999603271484	0	0.7238450050354004	0	2.3780899047851562	3.3651700019836426	0.4960480034351349	0	0	0	2.434359550476074	0	0.42371001839637756	0	2.905100107192993	0.00874256994575262	0	0	5.015689849853516
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.4890049993991852	0	0.37634697556495667	0	0	0	0	0	0	0	0.11280667036771774	0	0.2734610140323639	0	2.812530040740967	0	0	0	0	0	0	0.5777730941772461	0	1.3626999855041504	0	0.26568299531936646	0	1.5582300424575806	1.1433299779891968	0.31783199310302734	0	0.5722919702529907	0	0.2138720005750656	0	0	0.21038100123405457	0	0	0.16017098724842072	0	0	0	0	0	0.18882599472999573	0	0	1.9167851209640503	0	0	5.138000011444092	0	0.6739789843559265	0.9820839762687683	0	0	1.116610050201416	0	0.227059006690979	1.6899000406265259	0.8854209780693054	0	0	0	0.3337070047855377	0.2407509833574295	0.9220735430717468	0	0	0	0	5.080979824066162	127.90531158447266	0.1482129842042923	0.07947920262813568	0.2853640019893646	0.3428640067577362	0	0	0	0.25144702196121216	0	0	0.17436499893665314	0.09137990325689316	0	3.3317694664001465	0	0.1677439957857132	0	0	0	3.655630111694336	0	0	0
0.11851800233125687	0	1.7483799457550049	0	0.05208449810743332	0.5792819857597351	0	0.06740780174732208	0.3850480020046234	0.5660367608070374	0	0	0	0.08115175366401672	0.2939159870147705	0.19429101049900055	0	0	0	0	0	0.07562550157308578	0	0	0.13223601877689362	0	0.41078996658325195	0	0.2599770128726959	0	0.49419501423835754	0.11428900063037872	0.11484000086784363	0.022116100415587425	0.44111600518226624	0	0	0	0	0	0	0.41674599051475525	0.26121798157691956	1.0019800662994385	0	0.09165140241384506	0.08543180674314499	0.04088590294122696	0	0	0	0.43478503823280334	0	0	0.9343730211257935	0.07812590152025223	0.21983499825000763	0.8006290197372437	0.06512750685214996	0.08780170232057571	1.0135400295257568	0	0	1.4187999963760376	0.6478769779205322	0.45371896028518677	0.0729731023311615	0.6489319801330566	0.1088469997048378	0	0.28231102228164673	0.1485850065946579	0	0.07138919085264206	0	0.4180159866809845	19.91901206970215	0.29255497455596924	0.10678599774837494	0	0.05591680109500885	0.20142899453639984	0.0944036915898323	0	0	0	0	0.3767240047454834	0.062351301312446594	0	1.3538798093795776	0	0.16414199769496918	0	0	0	0	0.07486580312252045	0	0
0	0	0	0	0	0	0	0.22740699350833893	0	0	0	0	0.10018600523471832	0	0	0	0	0	0	0.8818879127502441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9196981191635132	0	0.46053996682167053	0	0	0	0	0.5145660042762756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9354579448699951	0	0	0	0	0	0	0	0	0	1.3577280044555664	0	0	0	0.38340801000595093	0	0	0	0	0	0	0	30.041240692138672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
